addr,assessVal,assessYear,baseExAmt,baseTaxAmt,lienAmt,block,lot,ward,ownerOcc,vacant,sqft,zoneCode,winBidAmt,winPremium,winAmtDue,winBidder,winBusinessNum
0435 YALE AVE,81300.0,2012,0.0,81300.0,1863.41,2533,033,20,1,0,1498.0,R-6,55284.0,4552.0,6415.41,,60.0
1400 YEAGER ST,118900.0,2012,0.0,118900.0,1872.73,3523,080,13,1,0,648.0,R-7,55050.92,1498.0,3370.73,,213.0
3808 YELL ST,200.0,2012,0.0,200.0,1039.88,2959B,186,28,0,0,282.5,M-2-1,,,,,
3828 YELL ST,700.0,2012,0.0,700.0,975.66,2959B,182,28,0,0,285.0,M-2-1,,,,,
3856 YELL ST,200.0,2012,0.0,200.0,332.96,2959B,169,28,0,0,290.0,M-2-1,,,,,
3942 YELL ST,100.0,2012,0.0,100.0,48978.76,2959B,117,28,0,0,193.17,R-5,,,,,
3948 YELL ST,100.0,2012,0.0,100.0,373.27,2959B,114,28,0,0,185.25,R-5,,,,,
3952 YELL ST,600.0,2012,0.0,600.0,549.21,2959B,112,28,0,0,185.25,R-5,,,,,
3712 YOLANDO ROAD,133400.0,2012,0.0,133400.0,3676.9,3980,021,9,0,0,1925.62,R-6,93380.0,8004.0,11680.9,,60.0
3815 YOLANDO ROAD,125900.0,2012,0.0,125900.0,854.25,3972N,008,9,1,0,1950.0,R-6,123763.53,14680.0,15534.25,"PLUTO 2013, LLC",154.0
3916 YOLANDO ROAD,118500.0,2012,0.0,118500.0,8227.44,3972H,009,9,1,0,2965.62,R-6,64891.0,3498.0,11725.44,,60.0
3927 YOLANDO ROAD,126200.0,2012,0.0,126200.0,3269.42,3972G,014,9,1,0,1950.0,R-6,88340.0,7572.0,10841.42,,60.0
0009 YORK CT,106100.0,2012,0.0,106100.0,2971.02,3708,025,12,0,0,,R-6,61909.91,3893.0,6864.02,,162.0
4225 YORK ROAD,83000.0,2012,0.0,83000.0,9309.68,5202,003,27,0,1,1950.67,B-3-2,,,,,
4315 YORK ROAD,35000.0,2012,0.0,35000.0,1971.62,5211,007,27,0,0,1491.25,B-3-2,3889.0,0.0,1971.62,,213.0
4500 YORK ROAD,87900.0,2012,0.0,87900.0,2883.06,5070A,035,27,0,0,3858.33,B-3-2,11655.0,0.0,2883.06,,13.0
4511 YORK ROAD,49300.0,2012,0.0,49300.0,2937.09,5212,001A,27,0,0,708.75,B-3-2,4889.0,0.0,2937.09,,213.0
4518 YORK ROAD,51400.0,2012,0.0,51400.0,23883.79,5070A,038,27,0,0,2000.0,B-3-2,,,,,
4612 YORK ROAD,60300.0,2012,0.0,60300.0,2725.43,5053,007,27,0,0,2127.0,B-3-2,27195.0,615.0,3340.43,,81.0
4628 YORK ROAD,168000.0,2012,0.0,168000.0,4809.25,5053,015,27,0,1,1857.19,B-3-2,79500.0,2460.0,7269.25,,281.0
4646 YORK ROAD,108600.0,2012,0.0,108600.0,6689.03,5053,024,27,0,0,3530.0,B-3-2,48978.0,1107.0,7796.03,,81.0
4654 YORK ROAD,65000.0,2012,0.0,65000.0,3373.7,5053,027,27,0,0,1675.56,B-3-2,6889.0,0.0,3373.7,,213.0
4656 YORK ROAD,70000.0,2012,0.0,70000.0,2506.53,5053,028,27,0,0,1675.56,B-3-2,31570.0,714.0,3220.53,,81.0
4658 YORK ROAD,65000.0,2012,0.0,65000.0,41102.42,5053,029,27,1,0,1675.56,B-3-2,,,,,
4701 YORK ROAD,30700.0,2012,0.0,30700.0,1072.16,5212A,001,27,0,0,,B-3-2,15691.42,682.0,1754.16,,213.0
4703 YORK ROAD,59500.0,2012,0.0,59500.0,2523.71,5212A,002,27,0,0,1254.5,B-3-2,28573.02,954.0,3477.71,,89.0
4709 YORK ROAD,74100.0,2012,0.0,74100.0,1542.18,5212A,005,27,0,0,2178.31,B-3-2,35417.55,1155.0,2697.18,,162.0
4716 YORK ROAD,98600.0,2012,0.0,98600.0,5589.85,5053A,027,27,1,0,1610.28,R-6,49835.76,2079.0,7668.85,,89.0
5217 YORK ROAD,223500.0,2012,0.0,223500.0,6049.84,5165A,021,27,0,0,14145.81,B-2-2,123708.0,6861.0,12910.84,,60.0
5230-5232 YORK ROAD UNIT 13,152500.0,2012,0.0,152500.0,1520.99,5028,012M,27,0,0,1695.19,B-2-2,63876.6,575.0,2095.99,,89.0
5309 YORK ROAD,62400.0,2012,0.0,62400.0,1480.58,5158,032,27,0,0,2279.22,B-2-2,34028.32,1813.0,3293.58,,162.0
5722 YORK ROAD,304200.0,2012,0.0,304200.0,4756.51,5099A,006,27,0,0,7907.17,B-2-2,160663.0,7796.0,12552.51,,60.0
3253 YOSEMITE AVE,114000.0,2012,0.0,114000.0,718.92,3100D,074,15,1,0,2000.0,R-6,107374.97,12354.0,13072.92,"PLUTO 2013, LLC",154.0
3701 YOSEMITE AVE,156100.0,2012,0.0,156100.0,9485.04,2941,008,15,0,0,8766.67,R-2,16450.0,0.0,9485.04,RAI CUSTODIAN,200.0
3706 YOSEMITE AVE,134800.0,2012,0.0,134800.0,608.04,2940,034,15,1,0,7800.0,R-2,109722.0,11160.0,11768.04,,60.0
6718 YOUNGSTOWN AVE,147900.0,2012,0.0,147900.0,2355.6,6741,023,26,1,0,6250.0,R-3,95031.0,7174.0,9529.6,,60.0
4005 YUMA CT,300.0,2012,0.0,300.0,1063.66,2739,038,28,0,0,190.0,R-2,,,,,
3434 02ND ST,70200.0,2012,0.0,70200.0,5022.76,7037,016,25,0,1,1400.0,M-2-2,,,,,
3442 02ND ST,70200.0,2012,0.0,70200.0,1983.09,7037,020,25,0,0,1500.0,M-2-2,4983.09,0.0,1983.09,,243.0
3712 02ND ST,80100.0,2012,0.0,80100.0,2345.46,7089,017D,25,0,0,2000.0,R-6,40826.93,1757.0,4102.46,,162.0
3719 02ND ST,80100.0,2012,0.0,80100.0,10362.75,7090,006,25,0,0,2000.0,R-6,,,,,
3539 03RD ST,70200.0,2012,0.0,70200.0,1224.35,7068A,026,25,0,0,1432.0,R-7,47736.0,3931.0,5155.35,,60.0
3700 04TH AVE,104700.0,2012,0.0,104700.0,1187.1,7335G,013,25,0,0,,M-3,44125.13,449.0,1636.1,,89.0
3510 04TH ST,65100.0,2012,0.0,65100.0,17438.29,7068B,022C,25,1,0,1323.0,R-7,,,,,
3541 04TH ST,9000.0,2012,0.0,9000.0,638.84,7075,047,25,0,0,4500.0,R-7,7725.95,825.0,1463.84,,151.0
3550 04TH ST,65100.0,2012,0.0,65100.0,2006.79,7068A,058,25,0,0,3800.0,R-7,5890.0,0.0,2006.79,,162.0
3554 04TH ST,26700.0,2012,0.0,26700.0,1283.44,7068A,056,25,0,0,6650.0,R-7,1563.03,0.0,1283.44,,77.0
3561 04TH ST,32000.0,2012,0.0,32000.0,931.92,7075,053,25,0,1,2610.0,R-7,970.04,0.0,931.92,,151.0
3565 04TH ST,46000.0,2012,0.0,46000.0,1296.71,7075,054,25,0,0,1218.0,R-7,5186.84,0.0,1296.71,,34.0
3613 04TH ST,65100.0,2012,0.0,65100.0,2050.58,7083,032,25,1,0,700.0,B-2-2,8202.32,0.0,2050.58,,34.0
3711 05TH ST,80100.0,2012,0.0,80100.0,1140.82,7093,007,25,1,0,2000.0,R-6,56070.0,4806.0,5946.82,,60.0
4106 05TH ST,109700.0,2012,0.0,109700.0,4906.32,7128,006,25,0,0,6012.5,R-4,30000.0,0.0,4906.32,,89.0
3426 06TH ST,70200.0,2012,0.0,70200.0,11799.48,7055,016,25,0,0,2433.33,R-7,,,,,
3428 06TH ST,70200.0,2012,0.0,70200.0,9637.02,7055,015,25,0,0,1900.0,R-7,,,,,
3430 06TH ST,70200.0,2012,0.0,70200.0,9238.25,7055,014,25,0,0,1900.0,R-7,,,,,
3432 06TH ST,70200.0,2012,0.0,70200.0,8616.9,7055,013,25,0,0,3266.67,R-7,,,,,
3438 06TH ST,92400.0,2012,0.0,92400.0,5006.77,7056A,018,25,0,1,1900.0,R-7,46429.16,1893.0,6899.77,,89.0
3530 06TH ST,125000.0,2012,0.0,125000.0,1167.11,7066,008,25,0,0,1402.5,R-7,97276.6,9455.0,10622.11,"PLUTO 2013, LLC",154.0
3556 06TH ST,193333.0,2012,0.0,193333.0,5575.81,7076,017A,25,0,0,5100.0,R-7,105753.16,5683.0,11258.81,RAI CUSTODIAN,200.0
3560 06TH ST,21333.0,2012,0.0,21333.0,1947.75,7076,016,25,0,0,3481.25,B-2-2,,,,,
3703 06TH ST,200000.0,2012,0.0,200000.0,9604.26,7094,002,25,0,0,4000.0,R-6,89400.0,1880.0,11484.26,RAI CUSTODIAN,200.0
3824 06TH ST,75667.0,2012,0.0,75667.0,2223.48,7102,019,25,0,0,1400.0,R-6,33715.39,689.0,2912.48,,34.0
4018 06TH ST,80800.0,2012,0.0,80800.0,2747.25,7131,031A,25,0,0,1629.08,R-6,40102.68,1556.0,4303.25,,162.0
4106 06TH ST,50700.0,2012,0.0,50700.0,1319.95,7135,004,25,0,0,3432.0,R-6,22327.52,409.0,1728.95,,34.0
4108 06TH ST,84200.0,2012,0.0,84200.0,2766.92,7135,005,25,0,1,2110.67,R-6,,,,,
4228 06TH ST,40800.0,2012,0.0,40800.0,503.64,7138,022,25,0,0,1930.5,R-6,18838.2,503.0,1006.64,,213.0
4230 06TH ST,40800.0,2012,0.0,40800.0,511.14,7138,023,25,0,0,1929.0,R-6,18875.7,511.0,1022.14,,213.0
4232 06TH ST,40800.0,2012,0.0,40800.0,578.6,7138,024,25,0,0,1929.0,R-6,19213.0,578.0,1156.6,,213.0
4234 06TH ST,40800.0,2012,0.0,40800.0,503.64,7138,025,25,0,0,1927.5,R-6,24600.0,1656.0,2159.64,,60.0
4236 06TH ST,40800.0,2012,0.0,40800.0,518.63,7138,026,25,0,0,1926.0,R-6,21600.0,1056.0,1574.63,,60.0
4238 06TH ST,40800.0,2012,0.0,40800.0,503.64,7138,027,25,0,0,1924.5,R-6,26600.0,2056.0,2559.64,,60.0
4240 06TH ST,40800.0,2012,0.0,40800.0,563.61,7138,028,25,0,0,3048.89,R-6,19138.05,563.0,1126.61,,213.0
5203 06TH ST,11200.0,2012,0.0,11200.0,313.28,7143,030,25,0,0,15900.67,R-5,,,,,
6510 06TH ST,2000.0,2012,0.0,2000.0,321154.32,6997,013,26,0,0,2460.0,TBD,,,,,
3501 07TH ST,554900.0,2012,0.0,554900.0,17174.51,7059,010,25,0,0,,M-3,275089.78,10625.0,27799.51,,89.0
3504 07TH ST,70200.0,2012,0.0,70200.0,8060.34,7065,009,25,0,0,1947.5,R-7,8070.0,0.0,8060.34,CHARM CITY PROPERTIES LLC,53.0
3606 07TH ST,65100.0,2012,0.0,65100.0,1320.04,7085,018,25,0,0,1120.0,R-6,34125.04,1617.0,2937.04,,162.0
3705 08TH ST,78967.0,2012,0.0,78967.0,2216.39,7096,038,25,0,1,1600.0,R-6,,,,,
3708 08TH ST,60000.0,2012,0.0,60000.0,662.0,7095A,086,25,0,0,5432.67,R-6,80883.98,11376.0,12038.0,"PLUTO 2013, LLC",154.0
3710 08TH ST,80100.0,2012,0.0,80100.0,5863.12,7095A,087,25,0,0,1024.0,R-6,,,,,
3711 08TH ST,85667.0,2012,0.0,85667.0,466.99,7096,042,25,0,0,1600.0,R-6,61680.0,5482.0,5948.99,,60.0
3719 08TH ST,85667.0,2012,0.0,85667.0,2078.67,7096,046,25,0,1,1600.0,R-6,2082.0,0.0,2078.67,CHARM CITY PROPERTIES LLC,53.0
3905 08TH ST,79300.0,2012,0.0,79300.0,3589.25,7116,028,25,0,0,1600.0,R-6,7650.0,0.0,3589.25,,162.0
3906 08TH ST,80100.0,2012,0.0,80100.0,3465.77,7095A,119,25,0,0,1600.0,R-6,,,,,
3911 08TH ST,83300.0,2012,0.0,83300.0,3703.48,7116,031,25,0,0,1600.0,R-6,43811.58,2098.0,5801.48,,162.0
4008 08TH ST,40000.0,2012,0.0,40000.0,10531.95,7095A,136,25,0,1,1600.0,R-6,,,,,
4010 08TH ST,27000.0,2012,0.0,27000.0,13460.5,7095A,137,25,0,1,1600.0,R-6,,,,,
3612 09TH ST,65100.0,2012,0.0,65100.0,2243.04,7087,032,25,0,1,1785.0,R-6,,,,,
3616 10TH ST,82800.0,2012,0.0,82800.0,3268.86,7139,044,25,0,0,1150.0,R-6,34081.43,192.0,3460.86,,213.0
3706 10TH ST,50200.0,2012,0.0,50200.0,1647.48,7139,051,25,0,0,1150.0,R-6,22600.16,504.0,2151.48,,34.0
3718 10TH ST,72733.0,2012,0.0,72733.0,4981.26,7139,057,25,0,0,1150.0,R-6,16200.0,0.0,4981.26,,162.0
3726 10TH ST,72400.0,2012,0.0,72400.0,2722.33,7139,061,25,1,0,1150.0,R-6,33243.22,856.0,3578.33,,34.0
3815 10TH ST,73367.0,2012,0.0,73367.0,3229.43,7245B,008,25,1,0,1280.33,R-6,6889.0,0.0,3229.43,,213.0
3834 10TH ST,78200.0,2012,0.0,78200.0,4122.16,7139A,036,25,0,1,1825.0,R-6,4123.0,0.0,4122.16,CHARM CITY PROPERTIES LLC,53.0
0102 E 20TH ST,139000.0,2012,139000.0,0.0,6479.6,3808,031,12,0,0,1193.75,O-R-2,67650.48,2410.0,8889.6,,89.0
0506 E 20TH ST,1000.0,2012,0.0,1000.0,4013.55,4018,004,9,0,0,1320.0,R-8,,,,,
0507 E 20TH ST,4333.0,2012,0.0,4333.0,479.12,4000,038,9,0,1,1335.0,R-8,,,,,
0525 E 20TH ST,15000.0,2012,0.0,15000.0,370.22,4000,029,9,1,0,1335.0,R-8,555.0,0.0,370.22,,235.0
0710 E 20TH ST,4333.0,2012,0.0,4333.0,3519.88,4017,006,9,0,1,1335.0,R-8,,,,,
0723 E 20TH ST,4333.0,2012,0.0,4333.0,529.82,4001,032,9,0,1,1335.0,R-8,,,,,
1020 E 20TH ST,11000.0,2012,0.0,11000.0,5863.42,4013A,011,9,0,0,1282.5,R-8,,,,,
1106 E 20TH ST,4333.0,2012,0.0,4333.0,4245.57,4011B,004,9,0,1,1350.0,R-8,,,,,
1108 E 20TH ST,4333.0,2012,0.0,4333.0,493.32,4011B,005,9,0,1,1350.0,R-8,,,,,
1111 E 20TH ST,4333.0,2012,0.0,4333.0,1638.46,4005,052,9,0,1,1146.67,R-8,,,,,
1113 E 20TH ST,5000.0,2012,0.0,5000.0,4687.01,4005,051,9,0,1,1146.67,R-8,,,,,
1200 E 20TH ST,26800.0,2012,0.0,26800.0,4055.79,4011A,030,9,0,0,7704.0,M-1-2,,,,,
1221-1225 E 20TH ST,1000.0,2012,0.0,1000.0,7851.08,4007,028,9,0,0,2004.0,M-1-2,,,,,
1270 E 20TH ST,52800.0,2012,0.0,52800.0,11387.3,4011,001,9,0,0,8427.52,M-1-2,,,,,
1909 E 20TH ST,16200.0,2012,0.0,16200.0,12783.18,4157,013,8,0,1,1870.0,R-6,,,,,
0017 E 21ST ST,106600.0,2012,0.0,106600.0,8263.75,3809,018,12,0,0,1420.0,O-R-2,31665.0,0.0,8263.75,,13.0
0513 E 21ST ST,15000.0,2012,0.0,15000.0,1001.45,4018,033,9,0,0,1342.5,R-8,1589.0,0.0,1001.45,,213.0
0709 E 21ST ST,4333.0,2012,0.0,4333.0,5371.89,4017,038,9,0,1,1335.0,R-8,,,,,
0710 E 21ST ST,4333.0,2012,0.0,4333.0,591.21,4020,006,9,0,1,1335.0,R-8,,,,,
0722 E 21ST ST,4333.0,2012,0.0,4333.0,5388.79,4020,012,9,0,1,1335.0,R-8,,,,,
0731 E 21ST ST,15000.0,2012,0.0,15000.0,17450.05,4017,027,9,0,1,1335.0,R-8,,,,,
0511 E 22ND ST,4333.0,2012,0.0,4333.0,90989.47,4019,031,9,0,1,1350.0,R-8,,,,,
0517 E 22ND ST,15000.0,2012,0.0,15000.0,2118.6,4019,028,9,0,0,1755.0,R-8,3199.0,0.0,2118.6,,182.0
0527 E 22ND ST,5000.0,2012,0.0,5000.0,989.07,4019,023,9,0,1,1396.29,R-8,,,,,
0721 E 22ND ST,15000.0,2012,0.0,15000.0,1935.43,4020,032,9,0,0,1342.5,R-8,,,,,
0723 E 22ND ST,15000.0,2012,0.0,15000.0,6163.14,4020,031,9,0,1,1342.5,R-8,,,,,
1003 E 22ND ST,15000.0,2012,0.0,15000.0,529.58,4013A,023,9,0,0,756.0,R-8,2118.32,0.0,529.58,,34.0
0424 E 23RD ST,50100.0,2012,0.0,50100.0,17012.7,3824,042,12,1,0,1236.08,R-8,,,,,
0504 E 23RD ST,15000.0,2012,0.0,15000.0,5497.9,4024,055,9,1,0,1218.33,R-8,,,,,
0724 E 23RD ST,15000.0,2012,0.0,15000.0,4068.95,4024,014,9,0,1,1161.67,R-8,,,,,
0426 W 23RD ST,83300.0,2012,0.0,83300.0,1219.19,3617,014,12,0,0,910.0,R-8,58310.0,4998.0,6217.19,,60.0
0114 E 24TH ST,206900.0,2012,0.0,206900.0,1455.31,3829,044,12,0,0,1246.0,B-2-3,144857.34,12419.0,13874.31,"PLUTO 2013, LLC",154.0
0011 W 24TH ST,136900.0,2012,0.0,136900.0,113530.05,3623,013,12,0,0,611.0,B-2-3,,,,,
0038 E 25TH ST,741367.0,2012,0.0,741367.0,1459.36,3831,034,12,0,0,3206.25,B-2-3,358816.95,12454.0,13913.36,"PLUTO 2013, LLC",154.0
0101 E 25TH ST,471400.0,2012,0.0,471400.0,32863.41,3829,013,12,0,0,9450.0,B-2-3,67800.0,0.0,32863.41,RAI CUSTODIAN,200.0
0304 E 25TH ST,133173.0,2012,0.0,133173.0,915.29,3834,047,12,0,0,1350.0,O-R-2,131917.74,15729.0,16644.29,"PLUTO 2013, LLC",154.0
0306 E 25TH ST,135167.0,2012,0.0,135167.0,735.31,3834,046,12,0,0,1350.0,O-R-2,117250.12,12636.0,13371.31,"PLUTO 2013, LLC",154.0
0312 E 25TH ST,121400.0,2012,0.0,121400.0,4018.12,3834,043,12,1,0,1350.0,O-R-2,57102.0,1708.0,5726.12,,60.0
0314 E 25TH ST,109500.0,2012,0.0,109500.0,4034.23,3834,042,12,0,0,1350.0,O-R-2,30000.0,0.0,4034.23,,89.0
0342 E 25TH ST,81917.0,2012,0.0,81917.0,4633.43,3834,028,12,0,0,2175.0,O-R-2,8540.0,0.0,4633.43,,162.0
0352 E 25TH ST,113900.0,2012,0.0,113900.0,1711.82,3834,023,12,0,0,1479.0,O-R-2,48797.52,647.0,2358.82,,89.0
0441 E 25TH ST,50100.0,2012,0.0,50100.0,635.48,3825,006,12,0,0,1425.0,B-3-2,23932.22,778.0,1413.48,,162.0
0609 E 25TH ST,39900.0,2012,0.0,39900.0,10568.75,4066,026,9,0,0,3248.88,B-3-2,,,,,
1608 E 25TH ST,3000.0,2012,0.0,3000.0,1253.85,4166A,005,8,0,1,1050.0,R-7,1355.0,20.0,1273.85,,151.0
1617 E 25TH ST,12800.0,2012,0.0,12800.0,5628.19,4166,018,8,0,0,1050.0,R-7,,,,,
1624 E 25TH ST,19400.0,2012,0.0,19400.0,5319.08,4166A,013,8,0,1,1050.0,R-7,,,,,
1636 E 25TH ST,3000.0,2012,0.0,3000.0,800.79,4166A,019,8,0,0,1050.0,R-7,2430.36,246.0,1046.79,,151.0
1708 E 25TH ST,14100.0,2012,0.0,14100.0,641.82,4166B,005,8,1,0,1318.33,R-7,2555.0,0.0,641.82,,235.0
1728 E 25TH ST,19400.0,2012,0.0,19400.0,1150.96,4166B,015,8,0,0,1318.33,R-7,2555.0,0.0,1150.96,,235.0
1748 E 25TH ST,14100.0,2012,0.0,14100.0,945.76,4166B,025,8,0,0,1318.33,R-7,2750.0,0.0,945.76,,201.0
0026 W 25TH ST,185000.0,2012,0.0,185000.0,5021.32,3636,039,12,0,0,2250.0,B-2-3,93549.41,3909.0,8930.32,,89.0
0030 W 25TH ST,240000.0,2012,0.0,240000.0,3524.55,3636,037,12,0,0,2250.0,B-2-3,122601.8,5320.0,8844.55,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
0130 W 25TH ST,113133.0,2012,0.0,113133.0,3229.86,3635,037,12,0,0,1060.0,B-3-3,51361.74,1221.0,4450.86,,89.0
0500 E 26TH ST,11000.0,2012,0.0,11000.0,4183.96,4062,014,9,0,1,1341.67,M-1-2,,,,,
0503 E 26TH ST,15000.0,2012,0.0,15000.0,1240.34,4062,026,9,0,0,1690.21,B-3-2,,,,,
0511 E 26TH ST,15000.0,2012,0.0,15000.0,7501.16,4062,030,9,0,0,1510.97,B-3-2,,,,,
0514 E 26TH ST,5000.0,2012,0.0,5000.0,2625.79,4062,021,9,0,1,1440.83,M-1-2,,,,,
0104 W 26TH ST,108000.0,2012,0.0,108000.0,3163.95,3638,050,12,0,0,975.0,O-R-2,75600.0,6480.0,9643.95,,60.0
0304 E 27TH ST,65000.0,2012,0.0,65000.0,2283.87,3844,024,12,0,0,1120.0,R-7,30319.42,863.0,3146.87,,89.0
0306 E 27TH ST,100300.0,2012,0.0,100300.0,1762.6,3844,023,12,1,0,1120.0,R-7,43453.55,666.0,2428.6,,89.0
0308 E 27TH ST,90420.0,2012,0.0,90420.0,3443.21,3844,022,12,1,0,1120.0,R-7,58228.11,4412.0,7855.21,,162.0
0309 E 27TH ST,100000.0,2012,0.0,100000.0,4215.71,3837,026,12,1,0,1120.0,R-7,67009.4,5401.0,9616.71,,162.0
0348 E 27TH ST,76387.0,2012,0.0,76387.0,15529.13,3844,001,12,0,1,1361.42,R-7,,,,,
0501 E 27TH ST,1000.0,2012,0.0,1000.0,86996.02,4070A,029,9,0,0,1120.0,R-8,,,,,
0502 E 27TH ST,1000.0,2012,0.0,1000.0,241953.36,4071,056,9,0,0,1040.0,R-8,,,,,
0506 E 27TH ST,1000.0,2012,0.0,1000.0,107175.22,4071,054,9,0,0,1040.0,R-8,,,,,
0507 E 27TH ST,1000.0,2012,0.0,1000.0,178148.77,4070A,032,9,0,0,1040.0,R-8,,,,,
0508 E 27TH ST,1000.0,2012,0.0,1000.0,144419.79,4071,053,9,0,0,1040.0,R-8,,,,,
0510 E 27TH ST,1000.0,2012,0.0,1000.0,111397.53,4071,052,9,0,0,1200.0,R-8,,,,,
0530 E 27TH ST,4333.0,2012,0.0,4333.0,5560.81,4071,042,9,0,1,1040.0,R-8,,,,,
0534 E 27TH ST,4333.0,2012,0.0,4333.0,5425.15,4071,040,9,0,1,1040.0,R-8,,,,,
0126 W 27TH ST,114900.0,2012,0.0,114900.0,4441.19,3646,029,12,0,0,1120.0,R-7,54359.49,1679.0,6120.19,,89.0
0516 W 27TH ST,126800.0,2012,0.0,126800.0,1859.51,3640,031,12,1,0,980.0,R-8,88760.0,7608.0,9467.51,,60.0
0301 E 28TH ST,115000.0,2012,0.0,115000.0,1691.05,3844,079,12,0,0,1360.0,R-7,80500.0,6900.0,8591.05,,60.0
0335 E 28TH ST,163900.0,2012,0.0,163900.0,652.14,3844,096,12,0,0,1360.0,R-7,121596.73,11207.0,11859.14,"PLUTO 2013, LLC",154.0
0432 E 28TH ST,71200.0,2012,0.0,71200.0,2020.43,3846,017,12,0,0,1260.0,R-7,31613.74,626.0,2646.43,,34.0
1502 E 28TH ST,4333.0,2012,0.0,4333.0,2236.95,4137,092,9,0,1,1309.5,R-6,,,,,
1503 E 28TH ST,12000.0,2012,0.0,12000.0,3631.3,4137,077,9,0,0,1168.75,R-6,4197.31,0.0,3631.3,,151.0
1506 E 28TH ST,12000.0,2012,0.0,12000.0,633.29,4137,094,9,0,0,1309.5,R-6,4346.59,0.0,633.29,,151.0
1511 E 28TH ST,12000.0,2012,0.0,12000.0,2240.81,4137,081,9,0,0,1161.67,R-6,4567.88,0.0,2240.81,,151.0
1630 E 28TH ST,12000.0,2012,0.0,12000.0,4828.65,3950,042,9,1,0,1341.25,R-6,,,,,
1707 E 28TH ST,12000.0,2012,0.0,12000.0,5837.13,3936,071,9,0,0,1339.33,R-6,,,,,
1734 E 28TH ST,12000.0,2012,0.0,12000.0,1722.26,3951,032,9,0,0,1318.12,R-6,3954.56,0.0,1722.26,,151.0
1736 E 28TH ST,12000.0,2012,0.0,12000.0,869.48,3951,033,9,0,0,1318.12,R-6,1555.0,0.0,869.48,,235.0
1800 E 28TH ST,5000.0,2012,0.0,5000.0,14562.66,3952,025,9,0,1,1377.5,R-6,,,,,
1813 E 28TH ST,12000.0,2012,0.0,12000.0,10750.65,3937,072,9,0,1,1372.0,R-6,,,,,
1824 E 28TH ST,12000.0,2012,0.0,12000.0,13712.24,3952,037,9,0,1,1314.17,R-6,,,,,
1832 E 28TH ST,12000.0,2012,0.0,12000.0,1477.95,3952,041,9,0,1,1314.17,R-6,,,,,
1904 E 28TH ST,12000.0,2012,0.0,12000.0,1909.79,3952,049,9,0,0,1314.17,R-6,,,,,
1908 E 28TH ST,12000.0,2012,0.0,12000.0,1857.15,3952,051,9,0,1,1314.17,R-6,,,,,
1911 E 28TH ST,1000.0,2012,0.0,1000.0,5775.82,3938,024,9,0,0,1237.5,R-6,,,,,
0301-311 W 28TH ST,567100.0,2012,567100.0,0.0,3101.15,3645,033,12,0,0,10500.0,B-3-2,232705.12,1173.0,4274.15,,89.0
0309 E 29TH ST,145400.0,2012,0.0,145400.0,1041.55,3847,096,12,1,0,1331.67,R-7,107137.0,9795.0,10836.55,,60.0
0341 E 29TH ST,134400.0,2012,0.0,134400.0,2177.39,3847,112,12,1,0,1331.67,R-7,91392.0,7526.0,9703.39,,60.0
1600 E 29TH ST,25000.0,2012,0.0,25000.0,4099.44,3953,027,9,1,1,1320.98,R-6,,,,,
1602 E 29TH ST,25000.0,2012,0.0,25000.0,636.61,3953,028,9,0,1,1361.67,R-6,2888.0,0.0,636.61,"DANE EQUITIES, LLC",179.0
1619 E 29TH ST,25000.0,2012,0.0,25000.0,6523.37,3950,021,9,0,1,1438.06,R-6,,,,,
1806 E 29TH ST,25000.0,2012,0.0,25000.0,2430.44,3955,028,9,1,0,1892.08,R-6,3899.0,0.0,2430.44,,182.0
1818 E 29TH ST,25000.0,2012,0.0,25000.0,3375.27,3955,034,9,0,0,1892.08,R-6,,,,,
1827 E 29TH ST,25000.0,2012,0.0,25000.0,58571.4,3952,014,9,1,0,2018.33,R-6,,,,,
1838 E 29TH ST,25000.0,2012,0.0,25000.0,2641.38,3955,044,9,0,0,1892.08,R-6,,,,,
1845 E 29TH ST,25000.0,2012,0.0,25000.0,1038.84,3952,023,9,1,0,2018.33,R-6,3999.0,0.0,1038.84,,182.0
1904 E 29TH ST,25000.0,2012,0.0,25000.0,2165.35,3942A,021,9,1,0,1786.42,R-6,3899.0,0.0,2165.35,,182.0
1910 E 29TH ST,25000.0,2012,0.0,25000.0,2206.97,3942A,024,9,1,0,1786.42,R-6,3206.97,0.0,2206.97,,243.0
1914 E 29TH ST,25000.0,2012,0.0,25000.0,1516.6,3942A,026,9,1,0,1786.42,R-6,3999.0,0.0,1516.6,,182.0
1919 E 29TH ST,25000.0,2012,0.0,25000.0,1015.86,3942,055,9,0,0,6150.0,R-6,2888.0,0.0,1015.86,"DANE EQUITIES, LLC",179.0
1926 E 29TH ST,25000.0,2012,0.0,25000.0,15362.1,3942A,032,9,0,1,1786.42,R-6,,,,,
0117 W 29TH ST,180000.0,2012,0.0,180000.0,6668.91,3649,027,12,0,0,1525.75,R-10,88177.06,3235.0,9903.91,,89.0
0615 E 30TH ST,21000.0,2012,0.0,21000.0,1166.75,4072A,019,9,0,0,993.33,R-8,3333.0,0.0,1166.75,"US BANK CUST FOR PTL PARTNERS, LLC",212.0
0719 E 30TH ST,21000.0,2012,0.0,21000.0,754.64,4082,014,9,0,0,1085.0,R-8,3018.56,0.0,754.64,,34.0
0746 E 30TH ST,2667.0,2012,0.0,2667.0,1137.45,4074B,012,9,0,0,3080.0,R-8,,,,,
